Refcode,Exp logS Average,MinAbsPartialCharge,NumRadicalElectrons,HeavyAtomMolWt,MaxAbsEStateIndex,MaxAbsPartialCharge,MaxEStateIndex,MinPartialCharge,ExactMolWt,MolWt,NumValenceElectrons,MinEStateIndex,MinAbsEStateIndex,MaxPartialCharge,BalabanJ,BertzCT,Chi0,Chi0n,Chi0v,Chi1,Chi1n,Chi1v,Chi2n,Chi2v,Chi3n,Chi3v,Chi4n,Chi4v,HallKierAlpha,Ipc,Kappa1,Kappa2,Kappa3,LabuteASA,PEOE_VSA1,PEOE_VSA10,PEOE_VSA11,PEOE_VSA12,PEOE_VSA13,PEOE_VSA14,PEOE_VSA2,PEOE_VSA3,PEOE_VSA4,PEOE_VSA5,PEOE_VSA6,PEOE_VSA7,PEOE_VSA8,PEOE_VSA9,SMR_VSA1,SMR_VSA10,SMR_VSA2,SMR_VSA3,SMR_VSA4,SMR_VSA5,SMR_VSA6,SMR_VSA7,SMR_VSA8,SMR_VSA9,SlogP_VSA1,SlogP_VSA10,SlogP_VSA11,SlogP_VSA12,SlogP_VSA2,SlogP_VSA3,SlogP_VSA4,SlogP_VSA5,SlogP_VSA6,SlogP_VSA7,SlogP_VSA8,SlogP_VSA9,TPSA,EState_VSA1,EState_VSA10,EState_VSA11,EState_VSA2,EState_VSA3,EState_VSA4,EState_VSA5,EState_VSA6,EState_VSA7,EState_VSA8,EState_VSA9,VSA_EState1,VSA_EState10,VSA_EState2,VSA_EState3,VSA_EState4,VSA_EState5,VSA_EState6,VSA_EState7,VSA_EState8,VSA_EState9,FractionCSP3,HeavyAtomCount,NHOHCount,NOCount,NumAliphaticCarbocycles,NumAliphaticHeterocycles,NumAliphaticRings,NumAromaticCarbocycles,NumAromaticHeterocycles,NumAromaticRings,NumHAcceptors,NumHDonors,NumHeteroatoms,NumRotatableBonds,NumSaturatedCarbocycles,NumSaturatedHeterocycles,NumSaturatedRings,RingCount,MolLogP,MolMR,fr_Al_COO,fr_Al_OH,fr_Al_OH_noTert,fr_ArN,fr_Ar_COO,fr_Ar_N,fr_Ar_NH,fr_Ar_OH,fr_COO,fr_COO2,fr_C_O,fr_C_O_noCOO,fr_C_S,fr_HOCCN,fr_Imine,fr_NH0,fr_NH1,fr_NH2,fr_N_O,fr_Ndealkylation1,fr_Ndealkylation2,fr_Nhpyrrole,fr_SH,fr_aldehyde,fr_alkyl_carbamate,fr_alkyl_halide,fr_allylic_oxid,fr_amide,fr_amidine,fr_aniline,fr_aryl_methyl,fr_azide,fr_azo,fr_barbitur,fr_benzene,fr_benzodiazepine,fr_bicyclic,fr_diazo,fr_dihydropyridine,fr_epoxide,fr_ester,fr_ether,fr_furan,fr_guanido,fr_halogen,fr_hdrzine,fr_hdrzone,fr_imidazole,fr_imide,fr_isocyan,fr_isothiocyan,fr_ketone,fr_ketone_Topliss,fr_lactam,fr_lactone,fr_methoxy,fr_morpholine,fr_nitrile,fr_nitro,fr_nitro_arom,fr_nitro_arom_nonortho,fr_nitroso,fr_oxazole,fr_oxime,fr_para_hydroxylation,fr_phenol,fr_phenol_noOrthoHbond,fr_phos_acid,fr_phos_ester,fr_piperdine,fr_piperzine,fr_priamide,fr_prisulfonamd,fr_pyridine,fr_quatN,fr_sulfide,fr_sulfonamd,fr_sulfone,fr_term_acetylene,fr_tetrazole,fr_thiazole,fr_thiocyan,fr_thiophene,fr_unbrch_alkane,fr_urea
CEZSEF,-2.21,0.059425208,0,76.054,4.9375,0.379103597,4.9375,-0.379103597,88.088815,88.15,38,0.041666667,0.041666667,0.059425208,3.168489873,33.69332843,5.207106781,4.90824829,4.90824829,2.560660172,2.112372436,2.112372436,2.316496581,2.316496581,0.612372436,0.612372436,0,0,-0.04,12.16479704,5.96,1.605659929,3.96,39.31256471,4.736862954,0,0,0,0,0,0,0,0,0,0,20.7712116,7.109797541,5.601050811,4.736862954,0,0,0,0,26.37226241,7.109797541,0,0,0,0,0,0,0,12.71084835,4.736862954,0,20.7712116,0,0,0,0,9.23,0,0,0,5.601050811,0,0,0,7.109797541,20.7712116,0,4.736862954,0,0,0,0,0,0,0,0,0,12.75,1,6,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1.4313,26.762,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CLANIC05,-5.9,0.040699479,0,121.526,5.556111111,0.398727447,5.556111111,-0.398727447,127.0188769,127.574,42,0.721481481,0.721481481,0.040699479,3.032455532,147.3883389,5.983127663,4.264715819,5.020644765,3.7876937,2.299024576,2.676989049,1.551551224,1.987987004,0.870005094,1.121981409,0.462780325,0.588768482,-0.69,70.79892376,5.446798906,2.052669548,1.138019489,53.07456004,5.733667477,0,0,0,0,0,0,0,0,0,11.60093989,24.26546827,10.71001959,0,0,17.28832616,0,0,0,0,5.733667477,29.28810159,0,0,5.733667477,5.687386275,0,11.60093989,0,0,0,0,24.26546827,5.022633314,0,0,26.02,0,0,0,0,0,10.71001959,0,24.26546827,0,0,17.33460737,0,5.556111111,0,0,0,0,0,0,0,13.88833333,0,8,2,1,0,0,0,1,0,1,1,1,2,0,0,0,0,1,1.9222,35.8644,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CLPHOL12,-7.03,0.11517976,0,123.518,8.698024691,0.507965186,8.698024691,-0.507965186,128.0028925,128.558,42,0.244814815,0.244814815,0.11517976,3.032455532,147.3883389,5.983127663,4.134579145,4.890508091,3.7876937,2.233956239,2.611920712,1.47641678,1.91285256,0.826626202,1.078602518,0.441090879,0.567079037,-0.69,70.79892376,5.446798906,2.052669548,1.138019489,52.5289031,5.106527395,5.749511833,0,0,0,0,0,0,0,0,11.60093989,24.26546827,5.022633314,0,5.106527395,11.60093989,0,0,0,0,0,29.28810159,0,5.749511833,0,0,5.749511833,11.60093989,5.106527395,0,0,0,24.26546827,5.022633314,0,0,20.23,0,0,0,5.749511833,5.022633314,0,0,24.26546827,0,0,16.70746729,0,5.500555556,0,0,0,0,0,0,0,15.94388889,0,8,1,1,0,0,0,1,0,1,1,1,2,0,0,0,0,1,2.0456,33.1168,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CUKCIU,-5.06,0.070114395,0,80.042,4.944444444,0.376667636,4.944444444,-0.376667636,88.0524295,88.106,36,0.777777778,0.777777778,0.070114395,2,21.01955001,4.242640687,3.644923706,3.644923706,3,2.154700538,2.154700538,1.224744871,1.224744871,0.744016936,0.744016936,0.439826406,0.439826406,-0.08,34.39946188,4.088918919,2.157216947,0.953692476,37.05533668,9.473725908,0,0,0,0,0,0,0,0,0,0,0,0,26.42752786,9.473725908,0,0,0,0,0,26.42752786,0,0,0,0,0,0,0,26.42752786,9.473725908,0,0,0,0,0,0,18.46,0,0,0,0,0,26.42752786,0,0,0,0,9.473725908,0,0,0,0,0,0,0,0,0,13,1,6,0,2,0,1,1,0,0,0,2,0,2,0,0,1,1,1,0.0332,21.638,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CYCHEX05,1.23,0.053305973,0,72.066,1.5,0.053305973,1.5,-0.053305973,84.09390038,84.162,36,1.5,1.5,-0.053305973,2,15.509775,4.242640687,4.242640687,4.242640687,3,3,3,2.121320344,2.121320344,1.5,1.5,1.060660172,1.060660172,0,34.39946188,4.166666667,2.222222222,1,39.55813045,0,0,0,0,0,0,0,0,0,0,38.52492974,0,0,0,0,0,0,0,0,38.52492974,0,0,0,0,0,0,0,0,0,0,0,38.52492974,0,0,0,0,0,0,0,0,0,0,0,38.52492974,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1,6,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,1,2.3406,27.702,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DCLMET12,-1.31,0.09670639,0,82.917,4.763888889,0.10913233,4.763888889,-0.10913233,83.95335542,84.933,20,0.194444444,0.194444444,0.09670639,1.632993162,2.754887502,2.707106781,1.463035727,2.974893619,1.414213562,0.534522484,1.603567451,0.101015254,0.90913729,0,0,0,0,0.58,2.754887502,3.58,2.58,2.58,29.34578348,0,0,0,0,0,0,0,0,0,23.20187978,0,0,0,5.339185267,0,23.20187978,0,0,0,0,5.339185267,0,0,0,0,0,0,23.20187978,5.339185267,0,0,0,0,0,0,0,0,0,0,0,5.339185267,0,0,0,0,0,0,23.20187978,0,9.527777778,0,0,0,0,0,0,0,0.194444444,1,3,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1.4215,16.573,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DIMETH10,-2.49,0.051622523,0,265.819,2.275,0.074763172,2.275,-0.074763172,267.8245961,267.835,20,1.19,1.19,0.051622523,1.632993162,2.754887502,2.707106781,1.463035727,5.77803231,1.414213562,0.534522484,3.585685828,0.101015254,4.54568645,0,0,0,0,1.46,2.754887502,4.46,3.46,3.46,47.26292727,0,0,0,0,0,0,0,0,0,0,45.18174125,0,0,2.434283182,0,45.18174125,0,0,0,0,2.434283182,0,0,0,0,0,0,45.18174125,2.434283182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.434283182,0,0,45.18174125,0,0,0,0,0,0,0,0,0,1.19,0,1,3,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1.8139,32.907,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DMETSO04,-9.28,0.014804214,0,72.088,9.555555556,0.260157963,9.555555556,-0.260157963,78.01393581,78.136,26,-0.611111111,0.611111111,0.014804214,2.803039488,29.01955001,3.577350269,2.816496581,3.632993162,1.732050808,0.983163248,2.949489743,0.741581624,2.224744871,0,0,0,0,0.15,3.245112498,4.15,1.467460317,126.3722222,28.47844735,0,0,0,0,0,0,4.208898492,0,0,0,0,0,23.31110741,0,4.208898492,10.79956904,0,0,0,0,12.51153837,0,0,0,0,0,0,0,16.72043686,10.79956904,0,0,0,0,0,0,17.07,10.79956904,4.208898492,0,0,0,0,0,12.51153837,0,0,0,0,-0.611111111,0,0,0,0,0,0,9.555555556,3.277777778,1,4,0,1,0,0,0,0,0,0,1,0,2,0,0,0,0,0,-0.0053,19.9904,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DUCKOB04,2.1,0.05643437,0,48.044,2.180555556,0.065392443,2.180555556,-0.065392443,58.07825032,58.124,26,1.319444444,1.319444444,-0.05643437,1.974744871,2,3.414213562,3.414213562,3.414213562,1.914213562,1.914213562,1.914213562,1,1,0.5,0.5,0,0,0,6.854752972,4,3,2,27.83407737,0,0,0,0,0,0,0,0,0,0,26.68911765,0,0,0,0,0,0,0,0,26.68911765,0,0,0,0,0,0,0,0,0,0,0,26.68911765,0,0,0,0,0,0,0,0,0,0,0,12.84164325,0,0,13.8474744,0,0,0,0,0,0,0,0,0,0,7,1,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1.8064,20.582,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EDAVUA,-5.72,0.070143484,0,122.106,4.181203704,0.256266728,4.181203704,-0.256266728,129.0578492,129.162,48,1.060185185,1.060185185,0.070143484,2.888051602,275.7051383,6.811554788,5.48866548,5.48866548,4.966326495,3.264497758,3.264497758,2.196103125,2.196103125,1.512225264,1.512225264,1.016070174,1.016070174,-1.37,348.5704618,5.417604503,2.102543035,0.75988141,59.33271563,0,0,0,0,0,0,4.983978521,0,0,0,24.26546827,12.13273414,11.58306779,5.516700718,0,10.90292493,0,4.983978521,0,0,0,42.59504598,0,0,0,0,0,0,4.983978521,0,0,0,42.59504598,0,10.90292493,0,12.89,0,0,0,0,0,5.516700718,5.386224214,0,30.46231185,17.11671266,0,0,0,0,0,0,0,0,0,0,20.33333333,0,10,0,1,0,0,0,1,1,2,1,0,1,0,0,0,0,2,2.2348,41.743,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
EFUMAU01,-5.48,0.004844704,0,62.051,3.222222222,0.316730921,3.222222222,-0.316730921,71.07349929,71.123,30,1.25,1.25,-0.004844704,2.083333333,15.21928095,3.535533906,3.328427125,3.328427125,2.5,2.207106781,2.207106781,1.457106781,1.457106781,0.957106781,0.957106781,0.625,0.625,-0.04,22.88643539,3.161612903,1.410312175,0.618363684,32.3781084,5.316788604,0,0,0,0,0,0,0,0,0,0,25.93115606,0,0,0,0,0,5.316788604,0,12.84164325,13.08951281,0,0,0,5.316788604,0,0,0,13.08951281,0,0,12.84164325,0,0,0,0,12.03,0,0,0,0,0,0,25.93115606,0,0,5.316788604,0,0,0,0,0,0,0,0,0,0,8.5,1,5,1,1,0,1,1,0,0,0,1,1,1,0,0,1,1,1,0.3698,22.1037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FADCIX,-4.72,0.037236297,0,98.084,4.078703704,0.261334841,4.078703704,-0.261334841,107.0734993,107.156,42,1.079259259,1.079259259,0.037236297,3.032455532,143.2466295,5.983127663,5.179264403,5.179264403,3.7876937,2.681164425,2.681164425,1.976930536,1.976930536,1.059247121,1.059247121,0.541748329,0.541748329,-0.85,70.79892376,5.28986014,1.948262116,1.059403088,49.38093533,0,0,0,0,0,0,4.983978521,0,0,0,6.066367068,25.47729296,11.89077157,0,0,0,0,4.983978521,0,13.8474744,0,29.5869572,0,0,0,0,0,0,4.983978521,0,13.8474744,11.25737949,18.32957771,0,0,0,12.89,0,0,0,0,0,5.693927995,5.563451492,0,26.11068504,11.05034559,0,0,0,0,0,0,0,0,0,0,16.33333333,0.285714286,8,0,1,0,0,0,0,1,1,1,0,1,0,0,0,0,1,1.69844,33.711,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
FOMWAG,-9.61,0.411971662,0,206.136,11.1535308,0.483302334,11.1535308,-0.483302334,221.1051933,221.256,86,-0.484531368,0.231659226,0.411971662,2.298082754,426.2720914,11.75914855,9.66390246,9.66390246,7.515968531,5.221744443,5.221744443,4.422447704,4.422447704,2.461758846,2.461758846,1.818627366,1.818627366,-1.71,4481.112002,10.79610799,3.700750186,1.957374255,94.5536994,14.79051451,5.601050811,11.49902367,0,0,6.093240071,0,4.794537184,0,0,12.13273414,19.91384147,19.0319451,0,14.26826309,6.093240071,0,5.316788604,0,25.86934683,7.047671983,23.7625527,0,11.49902367,14.79051451,4.794537184,11.49902367,0,18.74196286,6.420821623,0,19.41092589,18.19910121,0,0,0,47.56,6.093240071,4.794537184,0,5.601050811,11.49902367,11.98427311,7.047671983,6.066367068,25.98020854,5.316788604,9.473725908,0,0,0,0,0,0,0,0,0,37.91666667,0.416666667,16,1,4,0,1,1,1,0,1,3,1,4,1,0,0,0,2,2.1183,59.9367,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HEPTAN02,2.67,0.053326092,0,84.077,2.245694444,0.065382383,2.245694444,-0.065382383,100.1252005,100.205,44,1.361111111,1.361111111,-0.053326092,2.447472888,19.21928095,5.535533906,5.535533906,5.535533906,3.414213562,3.414213562,3.414213562,2.060660172,2.060660172,1.207106781,1.207106781,0.676776695,0.676776695,0,35.50960993,7,6,6,46.92890371,0,0,0,0,0,0,0,0,0,0,45.95158251,0,0,0,0,0,0,0,0,45.95158251,0,0,0,0,0,0,0,0,0,0,0,45.95158251,0,0,0,0,0,0,0,0,0,0,0,32.10410811,0,0,13.8474744,0,0,0,0,0,0,0,0,0,0,11.5,1,7,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,2.9767,34.433,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
IDIGOR,-4.84,0.02967469,0,98.084,3.983796296,0.264181802,3.983796296,-0.264181802,107.0734993,107.156,42,1.226851852,1.226851852,0.02967469,3.077660438,164.2466295,5.983127663,5.179264403,5.179264403,3.7876937,2.671098318,2.671098318,2.039641527,2.039641527,1.011683088,1.011683088,0.70605765,0.70605765,-0.85,64.0524865,5.28986014,1.948262116,1.059403088,49.38093533,0,0,0,0,0,0,4.983978521,0,0,0,6.066367068,24.97437738,12.39368714,0,0,0,0,4.983978521,0,13.8474744,0,29.5869572,0,0,0,0,0,0,4.983978521,0,13.8474744,11.12690298,18.46005421,0,0,0,12.89,0,0,0,0,0,0,11.12690298,0,26.24116154,11.05034559,0,0,0,0,0,0,0,0,0,0,16.33333333,0.285714286,8,0,1,0,0,0,0,1,1,1,0,1,0,0,0,0,1,1.69844,33.711,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
IGEHEI,-4.91,0.063491408,0,121.526,5.58367284,0.397522965,5.58367284,-0.397522965,127.0188769,127.574,42,0.618055556,0.618055556,0.063491408,3.134861511,164.6383389,5.983127663,4.264715819,5.020644765,3.804530453,2.30500764,2.682972113,1.521512945,1.928713071,0.905222603,1.249428651,0.475095967,0.610829342,-0.69,72.49526583,5.446798906,2.052669548,0.927965288,53.07456004,5.733667477,0,0,0,0,0,0,0,0,0,23.73367403,12.13273414,0,10.71001959,0,17.28832616,0,0,0,0,5.733667477,29.28810159,0,0,5.733667477,5.687386275,0,11.60093989,0,0,0,0,24.26546827,5.022633314,0,0,26.02,0,0,0,0,10.71001959,0,0,12.13273414,12.13273414,0,17.33460737,0,5.58367284,0,0,0,0,0,0,0,13.8607716,0,8,2,1,0,0,0,1,0,1,1,1,2,0,0,0,0,1,1.9222,35.8644,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IHERES,-0.77,0.162895094,0,66.462,10.05709877,0.233647252,10.05709877,-0.233647252,67.98290596,68.478,20,-0.777777778,0.777777778,0.162895094,1.632993162,4.754887502,2.707106781,1.463035727,2.218964673,1.414213562,0.534522484,1.069044968,0.101015254,0.303045763,0,0,0,0,0.22,2.754887502,3.22,2.22,2.22,23.20805266,0,0,6.133772794,0,0,0,0,4.390415048,0,0,11.60093989,0,0,0,4.390415048,11.60093989,0,0,0,0,6.133772794,0,0,0,0,4.390415048,0,11.60093989,6.133772794,0,0,0,0,0,0,0,0,6.133772794,4.390415048,0,0,0,0,0,0,0,11.60093989,0,0,4.331790123,0,0,0,0,0,0,10.05709877,-0.777777778,1,3,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1.1522,11.828,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ISENID,-6.21,0.302839555,0,104.064,9.87412415,0.48123039,9.87412415,-0.48123039,116.0837296,116.16,48,-0.681990741,0.327222222,0.302839555,2.822354554,68.92878689,6.405777394,5.183889011,5.183889011,3.77005561,2.988391115,2.988391115,1.850845324,1.850845324,0.994195557,0.994195557,0.526225725,0.526225725,-0.53,48.27551104,7.47,4.624559505,5.47,49.51971745,5.106527395,0,0,0,0,5.969305288,4.794537184,0,0,0,19.76538045,6.420821623,6.420821623,0,9.901064579,5.969305288,0,0,0,32.60702369,0,0,0,0,0,0,0,0,11.07583268,4.794537184,0,32.60702369,0,0,0,0,37.3,5.969305288,4.794537184,0,0,6.420821623,19.26246487,0,0,0,6.9237372,5.106527395,0,0,0,0,0,0,0,0,0,22.66666667,0.833333333,8,1,2,0,0,0,0,0,0,1,1,2,4,0,0,0,0,1.6513,31.7778,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
ITIZOA,-7.4,0.007722976,0,76.058,3.222222222,0.314205753,3.222222222,-0.314205753,86.08439832,86.138,36,1.138888889,1.138888889,0.007722976,2,21.01955001,4.242640687,3.828427125,3.828427125,3,2.414213562,2.414213562,1.5,1.5,0.957106781,0.957106781,0.603553391,0.603553391,-0.08,34.39946188,4.088918919,2.157216947,0.953692476,37.92797058,10.63357721,0,0,0,0,0,0,0,0,0,0,0,26.17902562,0,0,0,0,10.63357721,0,0,26.17902562,0,0,0,10.63357721,0,0,0,26.17902562,0,0,0,0,0,0,0,24.06,0,0,0,0,0,26.17902562,0,0,0,10.63357721,0,0,0,0,0,0,0,0,0,0,11,1,6,2,2,0,1,1,0,0,0,2,2,2,0,0,1,1,1,-0.8208,25.7394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ITIZUG,-7.17,0.059108072,0,78.05,5.006944444,0.378812514,5.006944444,-0.378812514,87.06841391,87.122,36,0.888888889,0.888888889,0.059108072,2,23.01955001,4.242640687,3.736675415,3.736675415,3,2.28445705,2.28445705,1.362372436,1.362372436,0.84635267,0.84635267,0.515737207,0.515737207,-0.08,34.39946188,4.088918919,2.157216947,0.953692476,37.49165363,10.05365156,0,0,0,0,0,0,0,0,0,0,0,13.08951281,13.21376393,4.736862954,0,0,5.316788604,0,0,26.30327674,0,0,0,5.316788604,0,0,0,26.30327674,4.736862954,0,0,0,0,0,0,21.26,0,0,0,0,0,26.30327674,0,0,0,5.316788604,4.736862954,0,0,0,0,0,0,0,0,0,12,1,6,1,2,0,1,1,0,0,0,2,1,2,0,0,1,1,1,-0.3938,23.6887,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ITOBAU,-5.11,0.00489114,0,74.062,3.284722222,0.316732581,3.284722222,-0.316732581,85.08914935,85.15,36,1.25,1.25,-0.00489114,2,19.40990953,4.242640687,4.035533906,4.035533906,3,2.707106781,2.707106781,1.810660172,1.810660172,1.207106781,1.207106781,0.801776695,0.801776695,-0.04,34.39946188,4.127785235,2.189674339,0.976756002,38.74305052,5.316788604,0,0,0,0,0,0,0,0,0,6.420821623,25.93115606,0,0,0,0,0,5.316788604,0,19.26246487,13.08951281,0,0,0,5.316788604,0,0,0,13.08951281,0,0,19.26246487,0,0,0,0,12.03,0,0,0,0,0,0,32.35197768,0,0,5.316788604,0,0,0,0,0,0,0,0,0,0,10,1,6,1,1,0,1,1,0,0,0,1,1,1,0,0,1,1,1,0.7599,26.7207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
