,dev_evs,dev_mae,dev_median_ae,dev_mse,dev_set_score,eval_evs,eval_mae,eval_median_ae,eval_mse,eval_set_score,method_ids,parameters,rank_test_score
147,0.534082675773,0.73407880233,0.596310863849,0.925010956141,0.738967893013,0.532095502987,0.685191619785,0.506912996359,0.868250069805,0.743759015765,"[6, 1, 11]","{'normalize': True, 'l1_ratio': 0.40000000000000002, 'n_alphas': 160, 'fit_intercept': True}",1362
148,0.729615859237,0.665953335685,0.524935256674,0.709743444021,0.799714992149,0.668275773229,0.697972547274,0.546732570231,0.878031360092,0.740872327313,"[2, 2, 10]","{'normalize': False, 'alpha': 0, 'l1_ratio': 0.60000000000000009, 'fit_intercept': False}",1372
149,0.541978494269,0.737704343523,0.652996782095,0.874576953387,0.753200042281,0.520418764862,0.692700028535,0.512164690789,0.879264130052,0.740508507949,"[7, 2, 4]","{'normalize': True, 'fit_intercept': True}",1384
150,0.422881821399,0.757919655098,0.615778199526,1.00994314693,0.715000578285,0.477687651373,0.693305887846,0.50971459745,0.879486273336,0.74044294825,"[7, 1, 11]","{'normalize': True, 'l1_ratio': 0.80000000000000004, 'n_alphas': 360, 'fit_intercept': True}",1385
151,0.735617926743,0.665636900146,0.52227296037,0.701985767715,0.80190415821,0.674743417734,0.698704124645,0.555862906803,0.880352130339,0.740187413516,"[2, 2, 3]","{'normalize': True, 'fit_intercept': False}",1387
152,0.421127790244,0.75846322301,0.614793078984,1.01132506227,0.714610610717,0.47615155228,0.693818677904,0.510339534221,0.880571672531,0.740122621459,"[7, 1, 11]","{'normalize': True, 'l1_ratio': 0.80000000000000004, 'n_alphas': 260, 'fit_intercept': True}",1389
153,0.725818792278,0.671605550418,0.535260049898,0.709767126617,0.799708309073,0.667863108147,0.697609553854,0.525564957316,0.884595765552,0.738935017113,"[2, 2, 4]","{'normalize': False, 'fit_intercept': False}",1395
154,0.506100906385,0.746403762674,0.645661869621,0.950568430887,0.731755738997,0.511875475773,0.692869875792,0.473514533657,0.885048436047,0.738801423421,"[7, 1, 11]","{'normalize': True, 'l1_ratio': 0.40000000000000002, 'n_alphas': 60, 'fit_intercept': True}",1397
155,0.525477783596,0.743137989547,0.650591132122,0.896134614857,0.747116609693,0.504712468884,0.700073259584,0.535032134223,0.895629598533,0.735678673899,"[6, 2, 4]","{'normalize': True, 'fit_intercept': True}",1410
156,0.445400440187,0.759827204491,0.592217776476,0.998727222975,0.718165639458,0.470837834873,0.700127268372,0.48632709224,0.896699326626,0.735362972019,"[7, 1, 11]","{'normalize': True, 'l1_ratio': 0.60000000000000009, 'n_alphas': 160, 'fit_intercept': True}",1411
157,0.675822520367,0.663516147483,0.552594243731,0.787680005853,0.777721798651,0.653144758006,0.682257648306,0.539399811157,0.90176190694,0.733868885687,"[5, 1, 9]","{'normalize': True, 'positive': False, 'criterion': 'bic', 'fit_intercept': False}",1419
158,0.435711604851,0.762589593717,0.598813903838,1.0065778316,0.715950248498,0.462403641069,0.702793246132,0.488875504204,0.902035379124,0.733788177623,"[7, 1, 11]","{'normalize': True, 'l1_ratio': 0.60000000000000009, 'n_alphas': 510, 'fit_intercept': True}",1421
159,0.736167160047,0.637874386519,0.495982459664,0.724035777401,0.795681788141,0.695098443353,0.671310709062,0.486387461942,0.903169892352,0.733453356129,"[5, 1, 9]","{'normalize': False, 'positive': False, 'criterion': 'aic', 'fit_intercept': True}",1422
160,0.468626753099,0.75825116031,0.660417149909,0.982652579126,0.722701799949,0.478972543999,0.703630022798,0.489092971279,0.905926197943,0.732639905624,"[7, 1, 11]","{'normalize': True, 'l1_ratio': 0.40000000000000002, 'n_alphas': 10, 'fit_intercept': True}",1423
161,0.531155208893,0.737550803317,0.583274487566,0.892246406995,0.748213836795,0.475382742821,0.707194943179,0.543244981448,0.908914005881,0.731758133341,"[7, 0, 4]","{'normalize': True, 'fit_intercept': True}",1424
162,0.677914680036,0.677872647793,0.572106239397,0.774921959578,0.781322036765,0.623995675919,0.720576012357,0.548082866968,0.927031677979,0.726411182857,"[6, 1, 9]","{'normalize': True, 'positive': False, 'criterion': 'bic', 'fit_intercept': False}",1426
163,0.37399873908,0.779664975857,0.602904097604,1.05448495073,0.702431169438,0.407943548961,0.720261514837,0.516973669543,0.936279947436,0.723681801368,"[7, 1, 11]","{'normalize': True, 'l1_ratio': 0.60000000000000009, 'n_alphas': 10, 'fit_intercept': True}",1428
164,0.552624820985,0.755979664828,0.60626710485,0.962444676973,0.728404339191,0.493803722234,0.761326181624,0.664197461087,1.00012076112,0.704840878112,"[8, 2, 10]","{'normalize': True, 'alpha': 10, 'l1_ratio': 0.0, 'fit_intercept': False}",1430
